station_id,station_name,state,district,city,location,latitude,longitude,operator,govt_private,charger_type,ac_dc,power_kw,connector_rating,num_connectors,source_record_count,source,data_date,status,usage_cost,review_flag
BEE-11.142523-78.208637,CORPORAT ION OF Charging Station,,,,,11.142523,78.208637,CORPORAT ION OF,Govt.,,,15.0,15,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-12.852976-80.228474,CORPORAT ION OF Charging Station,,,,,12.852976,80.228474,CORPORAT ION OF,Govt.,,,50.0,50,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-12.922066-80.252989,CORPORAT ION OF Charging Station,,,,,12.922066,80.252989,CORPORAT ION OF,Govt.,,,50.0,50,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-12.965365-80.246109,CORPORAT ION OF Charging Station,,,,,12.965365,80.246109,CORPORAT ION OF,Govt.,,,50.0,50,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.010000-80.020000,CORPORAT ION OF Charging Station,,,,,13.01,80.02,CORPORAT ION OF,Govt.,,,1.1,1.1,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.022592-80.259181,CORPORAT ION OF Charging Station,,,,,13.022592,80.259181,CORPORAT ION OF,Govt.,,,1.1,1.1,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.026949-80.245303,CORPORAT ION OF Charging Station,,,,,13.026949,80.245303,CORPORAT ION OF,Govt.,,,1.1,1.1,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.039020-80.276310,CORPORAT ION OF Charging Station,,,,,13.03902,80.27631,CORPORAT ION OF,Govt.,,,1.1,1.1,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.039600-80.236000,CORPORAT ION OF Charging Station,,,,,13.0396,80.236,CORPORAT ION OF,Govt.,,,1.1,1.1,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.040870-80.268150,CORPORAT ION OF Charging Station,,,,,13.04087,80.26815,CORPORAT ION OF,Govt.,,,1.1,1.1,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.053253-80.221336,CORPORAT ION OF Charging Station,,,,,13.053253,80.221336,CORPORAT ION OF,Govt.,,,50.0,25,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.106305-80.152405,CORPORAT ION OF Charging Station,,,,,13.106305,80.152405,CORPORAT ION OF,Govt.,,,1.1,1.1,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.142207-80.194982,CORPORAT ION OF Charging Station,,,,,13.142207,80.194982,CORPORAT ION OF,Govt.,,,1.1,1.1,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.152623-80.228437,CORPORAT ION OF Charging Station,,,,,13.152623,80.228437,CORPORAT ION OF,Govt.,,,15.0,15,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.162438-80.267183,CORPORAT ION OF Charging Station,,,,,13.162438,80.267183,CORPORAT ION OF,Govt.,,,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.206878-80.321608,CORPORAT ION OF Charging Station,,,,,13.206878,80.321608,CORPORAT ION OF,Govt.,,,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.037252-80.197470,"Chennai,Chennai",,,,"Chennai,Chennai",13.037252,80.19747,CORPORAT ION OF,Govt.,,,50.0,50,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-12.993030-80.205930,"Road,Adambakkam,Alandur",,,,"Road,Adambakkam,Alandur",12.99303,80.20593,CORPORAT ION OF,Govt.,,,50.0,50,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.062679-80.201799,"Road,Koyambedu,Chennai",,,,"Road,Koyambedu,Chennai",13.062679,80.201799,CORPORAT ION OF,Govt.,,,50.0,25,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.016970-80.171530,"Road,Mugalivakkam,Mugalivakkam",,,,"Road,Mugalivakkam,Mugalivakkam",13.01697,80.17153,CORPORAT ION OF,Govt.,,,50.0,50,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-13.067800-80.185900,"Road,Nerkundram,Chennai",,,,"Road,Nerkundram,Chennai",13.0678,80.1859,CORPORAT ION OF,Govt.,,,1.1,1.1,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_state
BEE-11.630305-92.724835,"Gennext Motors , Pahargaon, Ground Floor New, Port Blair, Andaman And Nicobar Islands 744103",Andaman and Nicobar Islands,South Andamans,Port Blair,"Gennext Motors , Pahargaon, Ground Floor New, Port Blair, Andaman And Nicobar Islands 744103",11.630305,92.724835,Tata Power,Private,CCS-II,DC,25.0,25,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-12.034186-92.992718,Iocl Dealer Govind Nagar Swaraj Dweep (Havelock No.2),Andaman and Nicobar Islands,South Andamans,South Andaman,Iocl Dealer Govind Nagar Swaraj Dweep (Havelock No.2),12.034186,92.992718,IOCL,Govt.,Connector Type-II AC,AC,7.4,Rating 7.4,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-11.604053-92.694109,Iocl Dealer S.No.45/1 Bimblitan Port Blair,Andaman and Nicobar Islands,South Andamans,South Andaman,Iocl Dealer S.No.45/1 Bimblitan Port Blair,11.604053,92.694109,IOCL,Govt.,Type-II AC,AC,7.4,7.4,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-11.637410-92.735160,Marina Refueling Station Vill-Austinabad Po-Brijgunj Tehsil-Port Blair Dist. South Anda,Andaman and Nicobar Islands,South Andamans,South Andaman,Marina Refueling Station Vill-Austinabad Po-Brijgunj Tehsil-Port Blair Dist. South Anda,11.63741,92.73516,IOCL,Govt.,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.250211-79.116291,"City=KADAPA TOWN, District=Y.S.R KADAPA, State=Andhra Pradesh",Andhra Pradesh,,,"City=KADAPA TOWN, District=Y.S.R KADAPA, State=Andhra Pradesh",14.250211,79.116291,BPCL,Govt.,,,60.0,60,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_charger_type
BEE-14.447001-79.966799,"City=NELLORE, District=SRI POTTI SRIRAMULU, State=Andhra Pradesh",Andhra Pradesh,,,"City=NELLORE, District=SRI POTTI SRIRAMULU, State=Andhra Pradesh",14.447001,79.966799,BPCL,Govt.,,,3.0,3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_charger_type
BEE-13.616271-79.489903,"City=TUKKIVAKKAM, District=TIRUPATI, State=Andhra Pradesh",Andhra Pradesh,,,"City=TUKKIVAKKAM, District=TIRUPATI, State=Andhra Pradesh",13.616271,79.489903,BPCL,Govt.,,,60.0,60,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_charger_type
BEE-13.761147-79.689499,"City=YERPEDU, District=TIRUPATI, State=Andhra Pradesh",Andhra Pradesh,,,"City=YERPEDU, District=TIRUPATI, State=Andhra Pradesh",13.761147,79.689499,BPCL,Govt.,,,60.0,60,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_charger_type
BEE-13.374121-79.092103,"dŝƌƵƉĂƚŝ ʹ ĂŶŐĂůŽƌĞ ,ŝŐŚǁĂǇ͕ ^Ǉ EŽ͗ ϭϮϬϭΘϭϭϴϵ͕ ' DŝƚƚŽƌ sŝůůĂŐĞ͕ dĂŶĞƉĂůůŝ͕ WƵƚŚĂůĂƉĂƚƚƵ DĂŶĚĂů͕ ŚŝƚƚŽŽƌ͕ ŶĚŚƌĂ WƌĂĚĞƐŚ Ͳ ϱϭϳϭϮϳ",Andhra Pradesh,,,"dŝƌƵƉĂƚŝ ʹ ĂŶŐĂůŽƌĞ ,ŝŐŚǁĂǇ͕ ^Ǉ EŽ͗ ϭϮϬϭΘϭϭϴϵ͕ ' DŝƚƚŽƌ sŝůůĂŐĞ͕ dĂŶĞƉĂůůŝ͕ WƵƚŚĂůĂƉĂƚƚƵ DĂŶĚĂů͕ ŚŝƚƚŽŽƌ͕ ŶĚŚƌĂ WƌĂĚĞƐŚ Ͳ ϱϭϳϭϮϳ",13.374121,79.092103,Tata Power,Private,,,25.0,7.4; 25,2,2,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,missing_charger_type
BEE-15.813552-78.463827,"PAMULAPADU, #, , City=518442, District=NANDYAL, State=Andhra Pradesh",Andhra Pradesh,Nandyal,518442,"PAMULAPADU, #, , City=518442, District=NANDYAL, State=Andhra Pradesh",15.813552,78.463827,BPCL,Govt.,CCS,DC,60.0,60,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-16.958280-81.196850,"ELURU-JANGAREDDYGUDEM ROAD, JANGAREDDYGUDEM , City=ADAMALLI, District=ELURU, State=Andhra Pradesh",Andhra Pradesh,ELURU,ADAMALLI,"ELURU-JANGAREDDYGUDEM ROAD, JANGAREDDYGUDEM , City=ADAMALLI, District=ELURU, State=Andhra Pradesh",16.95828,81.19685,BPCL,Govt.,CCS,DC,60.0,60,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-15.628774-77.257109,"12-628,, ADONI, , City=ADONI, District=KURNOOL, State=Andhra Pradesh",Andhra Pradesh,KURNOOL,ADONI,"12-628,, ADONI, , City=ADONI, District=KURNOOL, State=Andhra Pradesh",15.628774,77.257109,BPCL,Govt.,CCS,DC,60.0,60,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.688045-83.141662,"AGANAMPUDI, NEAR TOLL GATE, NH-5, , City=AGNAMPUDI, District=VISAKHAPATNAM, State=Andhra Pradesh",Andhra Pradesh,VISAKHAPATNAM,AGNAMPUDI,"AGANAMPUDI, NEAR TOLL GATE, NH-5, , City=AGNAMPUDI, District=VISAKHAPATNAM, State=Andhra Pradesh",17.688045,83.141662,BPCL,Govt.,Type II; CCS,AC+DC,60.0,7; 60,3,2,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-18.260527-83.788058,"#, NH-5, , City=AKKIVALASA, District=SRIKAKULAM, State=Andhra Pradesh",Andhra Pradesh,SRIKAKULAM,AKKIVALASA,"#, NH-5, , City=AKKIVALASA, District=SRIKAKULAM, State=Andhra Pradesh",18.260527,83.788058,BPCL,Govt.,Bharat AC; CCS,AC+DC,120.0,3; 120,3,2,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.685327-80.054889,"SY NO 1734, ALLUR TOWN, , City=ALLUR, District=SRI POTTI SRIRAMULU, State=Andhra Pradesh",Andhra Pradesh,Sri Potti Sriramulu Nellore,ALLUR,"SY NO 1734, ALLUR TOWN, , City=ALLUR, District=SRI POTTI SRIRAMULU, State=Andhra Pradesh",14.685327,80.054889,BPCL,Govt.,Bharat AC,AC,3.0,3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-16.581128-81.996820,"MAIN ROAD, NEAR BUS STAND, , City=AMALAPURAM, District=KONASEEMA, State=Andhra Pradesh",Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,AMALAPURAM,"MAIN ROAD, NEAR BUS STAND, , City=AMALAPURAM, District=KONASEEMA, State=Andhra Pradesh",16.581128,81.99682,BPCL,Govt.,Bharat AC,AC,3.0,3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-16.554579-81.990737,"S.NO 536/7, PERAMMA AGRAHARAM, , City=AMALAPURAM, District=KONASEEMA, State=Andhra Pradesh",Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,AMALAPURAM,"S.NO 536/7, PERAMMA AGRAHARAM, , City=AMALAPURAM, District=KONASEEMA, State=Andhra Pradesh",16.554579,81.990737,BPCL,Govt.,Bharat AC,AC,3.0,3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-16.716508-81.035219,"SY NO 480/5, AMMAPALEM, KOPAKA VILLAGE,, , City=AMMAPALEM, District=ELURU, State=Andhra Pradesh",Andhra Pradesh,ELURU,AMMAPALEM,"SY NO 480/5, AMMAPALEM, KOPAKA VILLAGE,, , City=AMMAPALEM, District=ELURU, State=Andhra Pradesh",16.716508,81.035219,BPCL,Govt.,Type II,AC,7.0,7,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-18.223990-83.535830,"SY 111-11, CHINTADA, , City=AMUDALAVALASA, District=SRIKAKULAM, State=Andhra Pradesh",Andhra Pradesh,SRIKAKULAM,AMUDALAVALASA,"SY 111-11, CHINTADA, , City=AMUDALAVALASA, District=SRIKAKULAM, State=Andhra Pradesh",18.22399,83.53583,BPCL,Govt.,Bharat AC,AC,3.0,3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.666673-82.959060,"KASIMKOTA, ANAKAPALLE, , City=ANAKAPALLE, District=ANAKAPALLI, State=Andhra Pradesh",Andhra Pradesh,ANAKAPALLI,ANAKAPALLE,"KASIMKOTA, ANAKAPALLE, , City=ANAKAPALLE, District=ANAKAPALLI, State=Andhra Pradesh",17.666673,82.95906,BPCL,Govt.,CCS,DC,120.0,120,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.687017-83.080089,"SURVEY NO 1/4A, , City=ANAKAPALLI, District=VISAKHAPATNAM, State=Andhra Pradesh",Andhra Pradesh,VISAKHAPATNAM,ANAKAPALLI,"SURVEY NO 1/4A, , City=ANAKAPALLI, District=VISAKHAPATNAM, State=Andhra Pradesh",17.687017,83.080089,BPCL,Govt.,CCS,DC,60.0,60,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.904772-83.406803,"NH-5, BHEEMUNIPATNAM MANDAL, TAGARAPUVALASA, , City=ANANDAPURAM, District=VISAKHAPATNAM, State=Andhra Pradesh",Andhra Pradesh,VISAKHAPATNAM,ANANDAPURAM,"NH-5, BHEEMUNIPATNAM MANDAL, TAGARAPUVALASA, , City=ANANDAPURAM, District=VISAKHAPATNAM, State=Andhra Pradesh",17.904772,83.406803,BPCL,Govt.,CCS,DC,120.0,120,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.901081-83.397291,"PLOT NO 186/4,5,6,7,8, PEDDIPALEM VILLAGE, , City=ANANDAPURAM, District=VISAKHAPATNAM, State=Andhra Pradesh",Andhra Pradesh,VISAKHAPATNAM,ANANDAPURAM,"PLOT NO 186/4,5,6,7,8, PEDDIPALEM VILLAGE, , City=ANANDAPURAM, District=VISAKHAPATNAM, State=Andhra Pradesh",17.901081,83.397291,BPCL,Govt.,Bharat AC; CCS,AC+DC,120.0,3; 120,3,2,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.689898-77.583473,"SURVEY NO.88/4(1) NH 7 BYPASS ROAD, PAPAMPETA, , City=ANANTAPUR, District=ANANTAPUR, State=Andhra Pradesh",Andhra Pradesh,Ananthapuramu,ANANTAPUR,"SURVEY NO.88/4(1) NH 7 BYPASS ROAD, PAPAMPETA, , City=ANANTAPUR, District=ANANTAPUR, State=Andhra Pradesh",14.689898,77.583473,BPCL,Govt.,CCS,DC,60.0,60,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.686144-77.607345,"SY.NO 182/1B5 & 182/2C, GOOTY ROAD, , City=ANANTAPUR, District=ANANTAPUR, State=Andhra Pradesh",Andhra Pradesh,Ananthapuramu,ANANTAPUR,"SY.NO 182/1B5 & 182/2C, GOOTY ROAD, , City=ANANTAPUR, District=ANANTAPUR, State=Andhra Pradesh",14.686144,77.607345,BPCL,Govt.,Bharat AC,AC,3.0,3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.210028-77.632286,"SY NO 937-2, MUNIMADUGU VILLAGE, PENUKONDA MANDAL ON NH-44, , City=ANANTAPUR, District=SRI SATHYA SAI, State=Andhra Pradesh",Andhra Pradesh,SRI SATHYA SAI,ANANTAPUR,"SY NO 937-2, MUNIMADUGU VILLAGE, PENUKONDA MANDAL ON NH-44, , City=ANANTAPUR, District=SRI SATHYA SAI, State=Andhra Pradesh",14.210028,77.632286,BPCL,Govt.,CCS,DC,60.0,60,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.663633-77.613617,"28-4-398, BANGALORE ROAD, VIJAYNAGAR COLONY, , City=ANANTHAPUR, District=ANANTAPUR, State=Andhra Pradesh",Andhra Pradesh,Ananthapuramu,ANANTHAPUR,"28-4-398, BANGALORE ROAD, VIJAYNAGAR COLONY, , City=ANANTHAPUR, District=ANANTAPUR, State=Andhra Pradesh",14.663633,77.613617,BPCL,Govt.,Bharat AC,AC,3.0,3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-18.447758-83.324706,"SURVEY NO. 235/10,, ARIKATHOTA VLLAGE, , City=ARIKATHOTA, District=VIZIANAGARAM, State=Andhra Pradesh",Andhra Pradesh,VIZIANAGARAM,ARIKATHOTA,"SURVEY NO. 235/10,, ARIKATHOTA VLLAGE, , City=ARIKATHOTA, District=VIZIANAGARAM, State=Andhra Pradesh",18.447758,83.324706,BPCL,Govt.,CCS,DC,120.0,120,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-15.880000-78.605490,"SY.NO.329/B,330/A&331, SH-50, , City=ATMAKUR, District=NANDYAL, State=Andhra Pradesh",Andhra Pradesh,Nandyal,ATMAKUR,"SY.NO.329/B,330/A&331, SH-50, , City=ATMAKUR, District=NANDYAL, State=Andhra Pradesh",15.88,78.60549,BPCL,Govt.,CCS,DC,60.0,60,2,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-16.662899-81.620035,"ATTILI MARTERU ROAD, SH 24, , City=ATTILI, District=WEST GODAVARI, State=Andhra Pradesh",Andhra Pradesh,WEST GODAVARI,ATTILI,"ATTILI MARTERU ROAD, SH 24, , City=ATTILI, District=WEST GODAVARI, State=Andhra Pradesh",16.662899,81.620035,BPCL,Govt.,Bharat AC,AC,3.0,3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-15.900869-80.771014,DƐŚƐĚ ŚŝǇĂ &ŝůůŝŶŐ ^ƚĂƚŝŽŶ ĚĂǀƵůĂĚĞĞǀŝ 'ƵŶƚƵƌ ŝƐƚƌŝĐƚ,Andhra Pradesh,Guntur,Adavuladeevi,DƐŚƐĚ ŚŝǇĂ &ŝůůŝŶŐ ^ƚĂƚŝŽŶ ĚĂǀƵůĂĚĞĞǀŝ 'ƵŶƚƵƌ ŝƐƚƌŝĐƚ,15.900869,80.771014,HPCL,Govt.,Bharat AC-001,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-15.914829-79.952871,"Mshsd Adhoc-A.N. Rani Petroleums Ckpalli Ckpalli, Addanki",Andhra Pradesh,Prakasam,Addanki,"Mshsd Adhoc-A.N. Rani Petroleums Ckpalli Ckpalli, Addanki",15.914829,79.952871,HPCL,Govt.,Type-II AC,AC,7.4,7.4,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-15.613633-77.293958,Sri Lakshmi Channa Kesava Oils Adoni,Andhra Pradesh,Kurnool,Adoni,Sri Lakshmi Channa Kesava Oils Adoni,15.613633,77.293958,HPCL,Govt.,Type-II AC,AC,7.4,7.4,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-16.583031-81.320432,Mshsd Sri Raja Rajeswari Srinivasa Petro Allapadu / Krishna District,Andhra Pradesh,Krishna,Allapadu,Mshsd Sri Raja Rajeswari Srinivasa Petro Allapadu / Krishna District,16.583031,81.320432,HPCL,Govt.,Bharat AC-001; Type-II AC,AC,7.4,3.3; 7.4,2,2,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.713223-83.298767,"Iocl Excel Enterprises, Allipuram, Leelamahal, Daba Garden Rd, Dolphin Area, Gardens, Visakhapatnam, Andhra Pradesh 530020",Andhra Pradesh,Visakhapatnam,Allipuram,"Iocl Excel Enterprises, Allipuram, Leelamahal, Daba Garden Rd, Dolphin Area, Gardens, Visakhapatnam, Andhra Pradesh 530020",17.713223,83.298767,Tata Power,Private,CCS-II; Bharat DC-001,DC,25.0,25; 15,2,2,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.462272-82.027852,Addateegala Sy No77/2A (Old No. 77/2) Bhimudupakala Vil Addatheegala Mdl,Andhra Pradesh,Alluri Sitharama Raju,Alluri Seetharama Ra,Addateegala Sy No77/2A (Old No. 77/2) Bhimudupakala Vil Addatheegala Mdl,17.462272,82.027852,IOCL,Govt.,CCS-II,DC,30.0,30,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-18.320044-82.883804,Indian Oil Dealers-Lock No.T1 190 Aruku Andhra Pradesh,Andhra Pradesh,Alluri Sitharama Raju,Alluri Seetharama Ra,Indian Oil Dealers-Lock No.T1 190 Aruku Andhra Pradesh,18.320044,82.883804,IOCL,Govt.,CCS-II,DC,30.0,30,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-18.090284-82.668777,Near Bus Complex Araku Valley Road Andhra Pradesh,Andhra Pradesh,Alluri Sitharama Raju,Alluri Seetharama Ra,Near Bus Complex Araku Valley Road Andhra Pradesh,18.090284,82.668777,IOCL,Govt.,CCS-II,DC,30.0,30,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.423212-81.791942,Rampachodavaram Rs No.74/2A Pandirimamidi Village Mandal Eg Dist Ap,Andhra Pradesh,Alluri Sitharama Raju,Alluri Seetharama Ra,Rampachodavaram Rs No.74/2A Pandirimamidi Village Mandal Eg Dist Ap,17.423212,81.791942,IOCL,Govt.,CCS-II,DC,30.0,30,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-15.443424-80.126495,Ms/Hsd Kankanala Filling Station Alluru Bus Stop,Andhra Pradesh,Prakasam,Alluru,Ms/Hsd Kankanala Filling Station Alluru Bus Stop,15.443424,80.126495,HPCL,Govt.,Type-II AC,AC,7.4,7.4,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.656719-82.932270,Bayyavaram,Andhra Pradesh,Anakapalli,Anakapalli,Bayyavaram,17.656719,82.93227,HPCL,Govt.,CCS-II,DC,30.0,30,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.649236-82.631617,"Future Petroleum, Peda Boddepalli",Andhra Pradesh,Anakapalli,Anakapalli,"Future Petroleum, Peda Boddepalli",17.649236,82.631617,HPCL,Govt.,Bharat AC-001,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.611300-82.611010,Indian Oil Dealers Sy.No.142/2(Revised 142/2A Vemulapudi Village,Andhra Pradesh,Anakapalli,Anakapalli,Indian Oil Dealers Sy.No.142/2(Revised 142/2A Vemulapudi Village,17.6113,82.61101,IOCL,Govt.,Type-II AC,AC,7.4,7.4,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.715611-82.925448,Indian Oil Dealers Sy.No.195/2 Kundram Village,Andhra Pradesh,Anakapalli,Anakapalli,Indian Oil Dealers Sy.No.195/2 Kundram Village,17.715611,82.925448,IOCL,Govt.,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.784650-82.880860,Indian Oil Dealers Sy.No.214-4Butchayyapeta(V) Butchayyapeta(V)& Mandal,Andhra Pradesh,Anakapalli,Anakapalli,Indian Oil Dealers Sy.No.214-4Butchayyapeta(V) Butchayyapeta(V)& Mandal,17.78465,82.88086,IOCL,Govt.,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.676338-83.015174,Indian Oil Swagat Coco Nh - 16 Road (Old Nh5) Anakapalli Bye Pass,Andhra Pradesh,Anakapalli,Anakapalli,Indian Oil Swagat Coco Nh - 16 Road (Old Nh5) Anakapalli Bye Pass,17.676338,83.015174,IOCL,Govt.,CCS-II,DC,30.0,30,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-17.666392-82.952084,Srinivasa S/S Kasimkota,Andhra Pradesh,Anakapalli,Anakapalli,Srinivasa S/S Kasimkota,17.666392,82.952084,HPCL,Govt.,CCS-II,DC,25.0,25,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.724400-77.603700,Anantapur Nh- 7 Andhra Pradesh,Andhra Pradesh,Ananthapuramu,Anantapur,Anantapur Nh- 7 Andhra Pradesh,14.7244,77.6037,IOCL,Govt.,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.687730-77.607392,Anantapur Town Dist Andhra Pradesh,Andhra Pradesh,Ananthapuramu,Anantapur,Anantapur Town Dist Andhra Pradesh,14.68773,77.607392,IOCL,Govt.,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.683200-77.599300,D.No.14/320 R.F.Road Anantapur Dist. Andhra Pradesh,Andhra Pradesh,Ananthapuramu,Anantapur,D.No.14/320 R.F.Road Anantapur Dist. Andhra Pradesh,14.6832,77.5993,IOCL,Govt.,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.671843-77.609530,Indian Oil Dealer (L-111 222) Anantapur Andhra Pradesh,Andhra Pradesh,Ananthapuramu,Anantapur,Indian Oil Dealer (L-111 222) Anantapur Andhra Pradesh,14.671843,77.60953,IOCL,Govt.,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.711380-77.813531,Sy.No.131/2A1C Narpala Village And Mandal Anantapur District,Andhra Pradesh,Ananthapuramu,Anantapur,Sy.No.131/2A1C Narpala Village And Mandal Anantapur District,14.71138,77.813531,IOCL,Govt.,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
BEE-14.642518-77.550736,Sy.No.177-2 Alamuru Village Anantapur Rural Mandal,Andhra Pradesh,Ananthapuramu,Anantapur,Sy.No.177-2 Alamuru Village Anantapur Rural Mandal,14.642518,77.550736,IOCL,Govt.,LEV AC Charge point,AC,3.3,3.3,1,1,BEE EV Public Charging Stations Data till 26 October 2025,2025-10-26,,,
